userName,skor,at,text,cleaned_text
Leni Wulan,negative,2023-12-18 03:42:00,gimana sih shopee 2 kali paket lambat kira estimasi tpi kali parahestimari tgl 11122003 smpai tgl 18122003 blm lacak kirim status kirim gagal beli atur ulang pengirimanpadahal kuring paket kali kali komplinresponnya usah cepat kirim nyatatanya smpai skrg blm dtg itu paket cod,gimana sih shopee kali paket lambat estimasi tpi kali parahestimari tgl smpai tgl blm lacak kirim status kirim gagal beli atur ulang pengirimanpadahal kuring paket kali kali komplinresponnya cepat kirim nyatatanya smpai skrg blm dtg paket cod
iin oktriana,positive,2023-12-17 16:07:00,saran shopee ngga ya fitur bayar cod pakai pin sandi bayar yg cegah anak mes orangtua nya cod,saran shopee ngga ya fitur bayar cod pakai pin sandi bayar yg cegah anak mes orangtua nya cod
Sissy Park Kim,positive,2023-12-17 14:29:00,suka banget sih aplikasi karna belanja puas gak iklan gratis ongkirnya cod lho guys ongkos kirim mahal gpp kadang gratis ongkirnya,suka banget sih aplikasi karna belanja puas gak iklan gratis ongkirnya cod lho guys ongkos kirim mahal gpp kadang gratis ongkirnya
Dewy Indah,positive,2023-12-17 11:18:00,aplikasi shopee 2 senang puas cari barang mudah bayar mudah cod sedia saran aplikasi shopee tolong lelet minta sinyal kuat yg tolong cari jasa kirim yg amanah jasa kirim yg kurir nya nakal barang terima lapor terima tp yg cod shopee mantap suka terima kasih shopee,aplikasi shopee senang puas cari barang mudah bayar mudah cod sedia saran aplikasi shopee tolong lelet sinyal kuat yg tolong cari jasa kirim yg amanah jasa kirim yg kurir nya nakal barang terima lapor terima tp yg cod shopee mantap suka terima kasih shopee
Herlia Putra,negative,2023-12-17 11:05:00,sory kasih 1 bintang shopee 1212 ribet iya murah sih masak cod nya batas nya aplikasi gak mutu tik tok shop shopee,sory kasih bintang shopee ribet iya murah sih masak cod nya batas nya aplikasi gak mutu tik tok shop shopee
Ilham Kurniawan,negative,2023-12-17 09:17:00,shoope sih bagus ya barang ori ekspedisi spx id mentingin costumer bayar codbarang tandain kirim alamat kadang gagal alas beli dll harap shoope ketat atur spx id kaya aplikasi biru aja ga gagal vitur nomor hp sedia enak nghubungin kurir nya engga poko kecewa spx id mending sistem cod shoope hapus aja,shoope sih bagus ya barang ori ekspedisi spx id mentingin costumer bayar codbarang tandain kirim alamat kadang gagal alas beli dll harap shoope ketat atur spx id kaya aplikasi biru aja ga gagal vitur nomor hp sedia enak nghubungin kurir nya engga poko kecewa spx id mending sistem cod shoope hapus aja
Tedi Rizki,negative,2023-12-17 08:00:00,knpa brang yg batal padahl brang blom serah kurir batal karna pulang kampung jual nya salah udah tau pukam lamain kirim nya bilang jual pulkam karna brang nya cod brang nya blum terima kurir knpa batal,knpa brang yg batal padahl brang blom serah kurir batal karna pulang kampung jual nya salah udah tau pukam lamain kirim nya bilang jual pulkam karna brang nya cod brang nya blum terima kurir knpa batal
Cepot Cdy,negative,2023-12-17 06:03:00,tolong shopee iklan cod cek dlu yg detail kurir rugi buyer maen buka paket aja tanda konfirmasi kurir,tolong shopee iklan cod cek dlu yg detail kurir rugi buyer maen buka paket aja tanda konfirmasi kurir
Husnul Khotimah,positive,2023-12-17 05:56:00,belanja shopee suka cod cuma tolong mas kurir sopan donk kl kirim barang buka gerbang pagar orang no telf bel luar pagar karna sat kali pengaalaman langsung pintu samping,belanja shopee suka cod tolong mas kurir sopan donk kl kirim barang buka gerbang pagar orang no telf bel pagar karna sat kali pengaalaman langsung pintu samping
Fajri Musfika,positive,2023-12-17 05:26:00,nggak tipu beli d sinibaik sistem cod dn yg lainnyapaling kwalitas barang nggak sesuai ekspektasi gitu ajatentunya maklum yaa seller2 amanah sih beli d sini love shopee 1212 sebal kecewa banget sm shopeekarena ekspedisi langsung shopee xpress tnpa dl customery klw ongkir murah sih nggak apa2saat 1212 klw via jnt nol rupiah ongkir klw shopee xpress byr,nggak tipu beli d sinibaik sistem cod dn yg lainnyapaling kwalitas barang nggak sesuai ekspektasi gitu ajatentunya maklum yaa seller amanah sih beli d love shopee sebal kecewa banget sm shopeekarena ekspedisi langsung shopee xpress tnpa dl customery klw ongkir murah sih nggak apasaat klw via jnt nol rupiah ongkir klw shopee xpress byr
revan ardana,negative,2023-12-17 01:57:00,shopeenya bagus expedisi spx yg kecewa utk daerah sen tdk antar sdh cod yg prioritas ya,shopeenya bagus expedisi spx yg kecewa utk daerah sen tdk sdh cod yg prioritas ya
Aftiar,positive,2023-12-17 01:49:00,bantu sistim cod nya,bantu sistim cod nya
Anto,negative,2023-12-17 00:43:00,ya member gold mahal ongkirnya enak member silver gratis ongkir cod member gold diskon cashback bank gratis ongkir penuh batas minimal trus unggul member gold,ya member gold mahal ongkirnya enak member silver gratis ongkir cod member gold diskon cashback bank gratis ongkir penuh batas minimal trus unggul member gold
Alonk 69,negative,2023-12-17 00:02:00,min kurir cod tolong benah kali paket sy tdk antar dikembalikancuma karna wa tdk balas alas konsumen tdk dirmhpadahal sy drmh hari nunggu paket sttus alamat tuju yg tdk smpai alamat tuju tiba2 sttus ubah paket kirim kebal besok udah bbrpa kali yg ujung nya paket sy kembali jual akibat akun sy kena imbaspinalti tdk cod smpai yg ditntukan,min kurir cod tolong benah kali paket sy tdk dikembalikancuma karna wa tdk balas alas konsumen tdk dirmhpadahal sy drmh nunggu paket sttus alamat tuju yg tdk smpai alamat tuju sttus ubah paket kirim kebal besok udah bbrpa kali yg ujung nya paket sy jual akibat akun sy kena imbaspinalti tdk cod smpai yg ditntukan
Candra Pitoyo,positive,2023-12-16 20:50:00,mantap garansi cod cek dlu ,mantap garansi cod cek dlu
Seftian Malemsten,negative,2023-12-16 18:00:00,shope kurir gonta ganti melelu kdg2 paket ga smpeberturut2ahirnyah akun d blkir gak bsa codyg bikin kesel kurir nyahlg klo gk d kirim alesan pelnggan tolak hadeuhuntuk kirim d shope expres spx hematga kordinasi ggal alesan d tolak wilayah bogor desa ciburayut lawi kidul 0401 bnyk keluh ulah2 kurirnyah sayatolong shope biar kurir bukti tolak dri konsuemn poto brsma konsumen minimal bukti chat pelnggan nolakkacau skrg mh,shope kurir gonta ganti melelu kdg paket ga smpeberturutahirnyah akun d blkir gak bsa codyg bikin kesel kurir nyahlg klo gk d kirim alesan pelnggan tolak hadeuhuntuk kirim d shope expres spx hematga kordinasi ggal alesan d tolak wilayah bogor desa ciburayut lawi kidul bnyk keluh ulah kurirnyah sayatolong shope biar kurir bukti tolak dri konsuemn poto brsma konsumen minimal bukti chat pelnggan nolakkacau skrg mh
Putri Wigati,negative,2023-12-16 17:48:00,tulis cod tpi pas klik cod gratis ongkir yg minim belanja rp0,tulis cod tpi pas klik cod gratis ongkir yg minim belanja rp
hendra irc,negative,2023-12-16 17:42:00,shopee semenjak update susah fitur cod fitur digunakanbelanja 500 cod belanja 15ribu bisaa jual aktif cod cod alamat pasuk jangkau dekat,shopee semenjak update susah fitur cod fitur digunakanbelanja cod belanja ribu bisaa jual aktif cod cod alamat pasuk jangkau
topan irfan09,neutral,2023-12-16 15:46:00,gk cod ya reguler reguler mahal anjay yg dana plajar,gk cod ya reguler reguler mahal anjay yg dana plajar
Anita,positive,2023-12-16 14:38:00,bagus shopee fast responding good luck shopeecod nya cepatkeamanan belanja bagus pokok perfec shope moga jaya ngk nyesel belanja shopee aman chat livenya ramah2,bagus shopee fast responding good luck shopeecod nya cepatkeamanan belanja bagus pokok perfec shope moga jaya ngk nyesel belanja shopee aman chat livenya ramah
Rafiq Shiraha Ainsworth (Rafiqa),negative,2023-12-16 10:51:00,kirim spx lumayan lambat udah pakai non cod barang mas luar pulau tanggal 16 barang udah terima kaya gin cerita mending belanja online lazada aja sesuai jadwal kirim barang harga lazada mahal dikit,kirim spx lumayan lambat udah pakai non cod barang mas pulau tanggal barang udah terima kaya gin cerita mending belanja online lazada aja sesuai jadwal kirim barang harga lazada mahal dikit
Alisa Rininta,positive,2023-12-16 10:08:00,aplikasi bagus sih tp klu tanggal sm dgn bulan 1212 klu beli checkout gk bs pke cod transfer bank bank bca,aplikasi bagus sih tp klu tanggal sm dgn klu beli checkout gk bs pke cod transfer bank bank bca
Saludin Saludin,positive,2023-12-16 09:29:00,aplikasi shopee bagus banget paket cod cek abang kurir sellernya ramah banget ,aplikasi shopee bagus banget paket cod cek abang kurir sellernya ramah banget
Nurfitriaianati Nurfitri,negative,2023-12-16 08:04:00,gak sen barang laintapi tiba order paket cod sendal tulis 3 packtapi yg kirim 1 pack harga 70000saya gak sen sendal asa,gak sen barang laintapi order paket cod sendal tulis packtapi yg kirim pack harga gak sen sendal asa
Rinto Mandala,neutral,2023-12-16 07:37:00,kasi bintang 3 cod proses cod tempat langsung amanah bayar heran mohon shopy baik ya,kasi bintang cod proses cod langsung amanah bayar heran mohon shopy ya
Rita Febriana,negative,2023-12-16 06:46:00,tangan kembali dana lambat alami rugi uang terima barang yg pesan kirim barang nya bertanggungjawab kecewa kembali dana nya lambat tunggu saran mending cod ya klw mes lihat toko,tangan dana lambat alami rugi uang terima barang yg pesan kirim barang nya bertanggungjawab kecewa dana nya lambat tunggu saran mending cod ya klw mes lihat toko
Yane Andaera,negative,2023-12-16 06:43:00,layan cod kecewa ngapain buka kalo kirim barang buka layan overload 1111 1212 kocak sayonara keranjang kuning alih baik sistem jd,layan cod kecewa ngapain buka kalo kirim barang buka layan overload kocak sayonara keranjang kuning alih sistem jd
Ciciamih Sihombing,neutral,2023-12-16 05:42:00,3 ya pake app voucher gratis ongkir gak kepake gara2 barang return gak angin gak hujan udah keburu nunggu bangat habis barang murah gak cod,ya pake app voucher gratis ongkir gak kepake gara barang return gak angin gak hujan udah keburu nunggu bangat habis barang murah gak cod
Nilam .S a,negative,2023-12-16 03:37:00,sih shope jelek paket slalu lambat butuh ngapain cobak bikin cod 2 varian jadi bingung tolong kerja sama download shopi karna gak tiktokshp kalo gin mulu gakmau say pakek ni apk belik ngutang tolong nya cepat sesuai tanggal,sih shope jelek paket slalu lambat butuh ngapain cobak bikin cod varian bingung tolong kerja download shopi karna gak tiktokshp kalo gin mulu gakmau say pakek ni apk belik ngutang tolong nya cepat sesuai tanggal
DONI ADI PRATAMA,negative,2023-12-16 02:29:00,alami aplikasi shopee pilih alamat metode bayar pilih bug aplikasi shopee pilih cod ntar refresh bayar pay latter,alami aplikasi shopee pilih alamat metode bayar pilih bug aplikasi shopee pilih cod ntar refresh bayar pay latter
Liani Pratiwi,negative,2023-12-15 18:29:00,beberp sy suka aplikasi krn dropship dg bayar codskrg ga lg krn yg cod kurir shopee ekspressbukan jt pake shopee ekspress layan batas lelet sampai tlg doang kl bisnis jgn curang gtbiarkan costoumer yg nilai kurir dg layan codbagikan promo gratis ongkir adil kpd stp ekpedisi biar yg beli yg milihjd jgn licik,beberp sy suka aplikasi krn dropship dg bayar codskrg ga lg krn yg cod kurir shopee ekspressbukan jt pake shopee ekspress layan batas lelet tlg doang kl bisnis jgn curang gtbiarkan costoumer yg nilai kurir dg layan codbagikan promo gratis ongkir adil kpd stp ekpedisi biar yg beli yg milihjd jgn licik
Annisa Amatulia,negative,2023-12-15 15:19:00,tolong buka vouchernya cod buka voucher pakai spayleter susah beli voucher cod tolong voucher cod buka,tolong buka vouchernya cod buka voucher pakai spayleter susah beli voucher cod tolong voucher cod buka
Ajeng Prawito,positive,2023-12-15 13:22:00,shopy toko trpercaya jgn pesan kalo gak cod cek dluatau tampil garansi shopy nyabaru trpercya,shopy toko trpercaya jgn pesan kalo gak cod cek dluatau tampil garansi shopy nyabaru trpercya
Aditya Eka Permana,negative,2023-12-15 13:11:00,kocak metode bayar tiba ubah cod gabisa dibatalin,kocak metode bayar ubah cod gabisa dibatalin
marino silalahi,positive,2023-12-15 10:40:00,ga nyangka pakai qrcode bayar utk gopaythx for this connected,ga nyangka pakai qrcode bayar utk gopaythx for this connected
heri hermawan,positive,2023-12-15 07:47:00,layan belanja online terbaikdgn ulas peringkatjd tdk tertipubisa cod,layan belanja online terbaikdgn ulas peringkatjd tdk tertipubisa cod
ANDRI KAHALA Wandi,negative,2023-12-15 06:05:00,aplikasi shopee ekspedisi kirim sangatt sekalliiiiiiii asslliiiiii layan shopee bantu tuntas barang bayar langsung buka cod 10jt beli ngga jelass kirim hancurrrrrrr coba bahayaaaaaaaaa,aplikasi shopee ekspedisi kirim sangatt sekalliiiiiiii asslliiiiii layan shopee bantu tuntas barang bayar langsung buka cod jt beli ngga jelass kirim hancurrrrrrr coba bahayaaaaaaaaa
Irwan Efendi,negative,2023-12-15 05:36:00,voucher pake cod hubung sea bank,voucher pake cod hubung sea bank
Bang Galih,positive,2023-12-15 05:21:00,aplikasi oke banget tolong cod cek seller,aplikasi oke banget tolong cod cek seller
Estri Wahyuni,positive,2023-12-15 04:53:00,shopy mmng terbaikharga terjangkaugratis ongkir haricod k duniasemua myakinkan dn pernh mngecewakan,shopy mmng terbaikharga terjangkaugratis ongkir haricod k duniasemua myakinkan dn pernh mngecewakan
Zulfahmi,negative,2023-12-15 03:28:00,kirim gagal mulu udh 2 kali alesan kurir males nganter klo cod wkwkw lawak apk belanja online kek gin,kirim gagal mulu udh kali alesan kurir males nganter klo cod wkwkw lawak apk belanja online kek gin
Diki Rahman,positive,2023-12-15 02:54:00,shopee emang bagus kendala destinasi kirim kemari udah menang promo 1212 mobil eh nggak cod tolong promo tingkat masyarakat bantu kasih bintang 4 yaa,shopee emang bagus kendala destinasi kirim kemari udah menang promo mobil eh nggak cod tolong promo tingkat masyarakat bantu kasih bintang yaa
Fadhilah_ 2121,positive,2023-12-15 00:48:00,tolong bikin kalok paket terima jasa antar abang kuir cantum nomor wa terima abar rumah biar meminimalisir cod pending gara gk terima,tolong bikin kalok paket terima jasa abang kuir cantum nomor wa terima abar rumah biar meminimalisir cod pending gara gk terima
Tari Tato,negative,2023-12-14 23:24:00,parah aplikasi nya klau beli barang aplikasi nya kacau masukin code konfirmasi ngacau,parah aplikasi nya klau beli barang aplikasi nya kacau masukin code konfirmasi ngacau
Muhammad Rafli,neutral,2023-12-14 21:47:00,bayar qris barcode galeri foto foto foto,bayar qris barcode galeri foto foto foto
Ika Wati,neutral,2023-12-14 19:22:00,yg nggak si biaya tangan dshopee mhl n knp see bank pilih gratis ongkir uda g mcm2 emak2 andal sistem cod g mcm2 ribet bgt soalny a blj skr andal shopee lo jd tolong baik,yg nggak si biaya tangan dshopee mhl n knp see bank pilih gratis ongkir uda g mcm emak andal sistem cod g mcm ribet bgt soalny a blj skr andal shopee lo jd tolong
Riana Adrian,positive,2023-12-14 15:17:00,gratis ongkir cod kirim cepat,gratis ongkir cod kirim cepat
Tamsil Tamar,positive,2023-12-14 12:34:00,mes barang tanggung cod cash on delivery mohon kecewa ,mes barang tanggung cod cash on delivery mohon kecewa
Naomi Pricillia,neutral,2023-12-14 11:57:00,g suka kurir shoppe yg jnt bayar tf kurir sdm tf tambah kurir g sopan paket cod tf kurir adm nya kurir coba sih shoppe klu rekrut kurir seleksi,g suka kurir shoppe yg jnt bayar tf kurir sdm tf kurir g sopan paket cod tf kurir adm nya kurir coba sih shoppe klu rekrut kurir seleksi
Udin Ikwan,positive,2023-12-14 11:50:00,belanja hati gembira cod cek bayar  ekspedisi ya lumayan kadang cepat kadang lambat maklum musim ujan ya gimana,belanja hati gembira cod cek bayar ekspedisi ya lumayan kadang cepat kadang lambat maklum musim ujan ya gimana
Kaifa Rahmania Syifa,negative,2023-12-14 11:32:00,knpa 1212 shope tdk voucher voucher seabank gratis ongkir toko cod pdhl tulis toko cod,knpa shope tdk voucher voucher seabank gratis ongkir toko cod pdhl tulis toko cod
mamah delfi,positive,2023-12-14 10:03:00,belanja mudah cod,belanja mudah cod
Yani Spt,positive,2023-12-14 09:20:00,belanja retur barang langsung gak cod,belanja retur barang langsung gak cod
Nurhayati Pwk,negative,2023-12-14 08:03:00,cod free ongkir min 30rb min nya 80rbbelanja bawah segitu dapet potong ongkir ajabelanja sayang ongkir nya,cod free ongkir min rb min nya rbbelanja segitu dapet potong ongkir ajabelanja sayang ongkir nya
Muhammad Ewaldo sapoutra,negative,2023-12-14 07:59:00,lapor keluh sen paket batalin pesan udah 2 bom proses kirim gak paket udah batalin dateng yg nerima gataujadi pakai metode cod adek nombok lantas kesal duit udah pake nama toko beautify yourface01 pokok gamau tau toko balikin duit,lapor keluh sen paket batalin pesan udah bom proses kirim gak paket udah batalin dateng yg nerima gataujadi pakai metode cod adek nombok lantas kesal duit udah pake nama toko beautify yourface pokok gamau tau toko balikin duit
